Struthio camelus
Ninox connivens
Ninox rudolfi
Ninox boobook
Ninox novaeseelandiae
Ninox scutulata
Ninox affinis
Ninox superciliaris
Ninox philippensis
Ninox ochracea
Ninox squamipila
Ninox theomacha
Ninox meeki
Ninox punctulata
Ninox variegata
Ninox odiosa
Ninox jacquinoti
Uroglaux dimorpha
Sceloglaux albifacies
Pseudoscops grammicus
Asio stygius
Asio otus
Asio abyssinicus
Asio madagascariensis
Asio clamator
Asio flammeus
Asio capensis
Nesasio solomonensis
Aegotheles crinifrons
Aegotheles insignis
Aegotheles cristatus
Aegotheles savesi
Aegotheles bennettii
Aegotheles wallacii
Aegotheles archboldi
Aegotheles albertisi
Podargus strigoides
Podargus papuensis
Podargus ocellatus
Batrachostomus auritus
Batrachostomus harterti
Batrachostomus septimus
Batrachostomus stellatus
Batrachostomus moniliger
Batrachostomus hodgsoni
Batrachostomus poliolophus
Batrachostomus mixtus
Batrachostomus affinis
Batrachostomus javensis
Batrachostomus cornutus
Steatornis caripensis
Nyctibius grandis
Nyctibius aethereus
Nyctibius jamaicensis
Nyctibius griseus
Nyctibius maculosus
Nyctibius leucopterus
Nyctibius bracteatus
Eurostopodus argus
Eurostopodus mystacalis
Eurostopodus diabolicus
Eurostopodus papuensis
Eurostopodus archboldi
Eurostopodus temminckii
Eurostopodus macrotis
Lurocalis semitorquatus
Lurocalis rufiventris
Chordeiles pusillus
Chordeiles rupestris
Chordeiles acutipennis
Chordeiles minor
Chordeiles gundlachii
Nyctiprogne leucopyga
Podager nacunda
Nyctidromus albicollis
Phalaenoptilus nuttallii
Siphonorhis americanus
Siphonorhis brewsteri
Nyctiphrynus mcleodii
Nyctiphrynus yucatanicus
Nyctiphrynus ocellatus
Caprimulgus carolinensis
Caprimulgus rufus
Caprimulgus cubanensis
Caprimulgus salvini
Caprimulgus badius
Caprimulgus sericocaudatus
Caprimulgus ridgwayi
Caprimulgus vociferus
Caprimulgus noctitherus
Caprimulgus saturatus
Caprimulgus longirostris
Caprimulgus cayennensis
Caprimulgus candicans
Caprimulgus maculicaudus
Caprimulgus parvulus
Caprimulgus anthonyi
Caprimulgus maculosus
Caprimulgus nigrescens
Caprimulgus whitelyi
Caprimulgus hirundinaceus
Caprimulgus binotatus
Caprimulgus ruficollis
Caprimulgus indicus
Caprimulgus europaeus
Caprimulgus fraenatus
Caprimulgus rufigena
Caprimulgus aegyptius
Caprimulgus mahrattensis
Caprimulgus centralasicus
Caprimulgus nubicus
Caprimulgus eximius
Caprimulgus madagascariensis
Caprimulgus macrurus
Caprimulgus atripennis
Caprimulgus manillensis
Caprimulgus celebensis
Caprimulgus donaldsoni
Caprimulgus nigriscapularis
Caprimulgus pectoralis
Caprimulgus prigoginei
Caprimulgus poliocephalus
Caprimulgus ruwenzorii
Caprimulgus asiaticus
Caprimulgus natalensis
Caprimulgus inornatus
Caprimulgus stellatus
Caprimulgus affinis
Caprimulgus tristigma
Caprimulgus concretus
Caprimulgus pulchellus
Caprimulgus enarratus
Caprimulgus batesi
Caprimulgus climacurus
Caprimulgus clarus
Caprimulgus fossii
Macrodipteryx longipennis
Macrodipteryx vexillarius
Hydropsalis climacocerca
Hydropsalis brasiliana
Uropsalis segmentata
Uropsalis lyra
Macropsalis creagra
Eleothreptus anomalus
Raphus cucullatus
Raphus solitarius
Pezophaps solitaria
Columba livia
Columba rupestris
Columba leuconota
Columba guinea
Columba albitorques
Columba oenas
Columba oliviae
Columba eversmanni
Columba palumbus
Columba trocaz
Columba bollii
Columba junoniae
Columba unicincta
Columba sjostedti
Columba thomensis
Columba arquatrix
Columba pollenii
Columba hodgsonii
Columba albinucha
Columba pulchricollis
Columba elphinstonii
Columba torringtoni
Columba punicea
Columba argentina
Columba palumboides
Columba janthina
Columba vitiensis
Columba leucomela
Columba versicolor
Columba jouyi
Columba pallidiceps
Columba leucocephala
Columba speciosa
Columba squamosa
Columba corensis
Columba picazuro
Columba maculosa
Columba fasciata
Columba araucana
Columba caribaea
Columba cayennensis
Columba flavirostris
Columba oenops
Columba inornata
Columba plumbea
Columba subvinacea
Columba nigrirostris
Columba goodsoni
Columba iriditorques
Columba malherbii
Columba delegorguei
Columba picturata
Columba larvata
Columba mayeri
Streptopelia turtur
Streptopelia hypopyrrha
Streptopelia lugens
Streptopelia orientalis
Streptopelia senegalensis
Streptopelia chinensis
Streptopelia decipiens
Streptopelia vinacea
Streptopelia capicola
Streptopelia tranquebarica
Streptopelia semitorquata
Streptopelia decaocto
Streptopelia roseogrisea
Streptopelia reichenowi
Streptopelia bitorquata
Macropygia unchall
Macropygia rufipennis
Macropygia tenuirostris
Macropygia emiliana
Macropygia amboinensis
Macropygia magna
Macropygia phasianella
Macropygia ruficeps
Macropygia nigrirostris
Macropygia mackinlayi
Reinwardtoena reinwardtsi
Reinwardtoena browni
Reinwardtoena crassirostris
Turacoena manadensis
Turacoena modesta
Turtur abyssinicus
Turtur chalcospilos
Turtur afer
Turtur tympanistria
Turtur brehmeri
Oena capensis
Chalcophaps indica
Chalcophaps stephani
Henicophaps albifrons
Henicophaps foersteri
Phaps chalcoptera
Phaps elegans
Phaps histrionica
Geophaps lophotes
Geophaps plumifera
Geophaps smithii
Geophaps scripta
Petrophassa albipennis
Petrophassa rufipennis
Geopelia cuneata
Geopelia striata
Geopelia maugeus
Geopelia placida
Geopelia humeralis
Leucosarcia melanoleuca
Ectopistes migratorius
Zenaida macroura
Zenaida graysoni
Zenaida auriculata
Zenaida aurita
Zenaida asiatica
Zenaida galapagoensis
Columbina inca
Columbina squammata
Columbina passerina
Columbina minuta
Columbina talpacoti
Columbina buckleyi
Columbina picui
Columbina cruziana
Columbina cyanopis
Claravis pretiosa
Claravis mondetoura
Claravis godefrida
Metriopelia ceciliae
Metriopelia morenoi
Metriopelia melanoptera
Metriopelia aymara
Uropelia campestris
Leptotila verreauxi
Leptotila megalura
Leptotila plumbeiceps
Leptotila battyi
Leptotila wellsi
Leptotila rufaxilla
Leptotila jamaicensis
Leptotila pallida
Leptotila cassini
Leptotila ochraceiventris
Leptotila conoveri
Geotrygon lawrencii
Geotrygon costaricensis
Geotrygon saphirina
Geotrygon caniceps
Geotrygon versicolor
Geotrygon veraguensis
Geotrygon albifacies
Geotrygon chiriquensis
Geotrygon goldmani
Geotrygon linearis
Geotrygon frenata
Geotrygon chrysia
Geotrygon mystacea
Geotrygon violacea
Geotrygon montana
Starnoenas cyanocephala
Caloenas nicobarica
Gallicolumba luzonica
Gallicolumba platenae
Gallicolumba keayi
Gallicolumba criniger
Gallicolumba menagei
Gallicolumba rufigula
Gallicolumba tristigmata
Gallicolumba jobiensis
Gallicolumba kubaryi
Gallicolumba erythroptera
Gallicolumba xanthonura
Gallicolumba stairi
Gallicolumba sanctaecrucis
Gallicolumba ferruginea
Gallicolumba salamonis
Gallicolumba rubescens
Gallicolumba beccarii
Gallicolumba canifrons
Gallicolumba hoedtii
Trugon terrestris
Microgoura meeki
Otidiphaps nobilis
Phapitreron leucotis
Phapitreron amethystina
Phapitreron cinereiceps
Treron fulvicollis
Treron olax
Treron vernans
Treron bicincta
Treron pompadora
Treron curvirostra
Treron griseicauda
Treron floris
Treron teysmannii
Treron psittacea
Treron capellei
Treron phoenicoptera
Treron waalia
Treron calva
Treron sanctithomae
Treron pembaensis
Treron australis
Treron apicauda
Treron oxyura
Treron seimundi
Treron sphenura
Treron sieboldii
Treron formosae
Ptilinopus porphyreus
Ptilinopus cinctus
Ptilinopus dohertyi
Ptilinopus alligator
Ptilinopus marchei
Ptilinopus merrilli
Ptilinopus occipitalis
Ptilinopus fischeri
Ptilinopus jambu
Ptilinopus leclancheri
Ptilinopus subgularis
Ptilinopus bernsteinii
Ptilinopus magnificus
Ptilinopus perlatus
Ptilinopus ornatus
Ptilinopus tannensis
Ptilinopus aurantiifrons
Ptilinopus wallacii
Ptilinopus superbus
Ptilinopus perousii
Ptilinopus monacha
Ptilinopus coronulatus
Ptilinopus pulchellus
Ptilinopus regina
Ptilinopus roseicapilla
Ptilinopus greyii
Ptilinopus richardsii
Ptilinopus porphyraceus
Ptilinopus pelewensis
Ptilinopus rarotongensis
Ptilinopus huttoni
Ptilinopus purpuratus
Ptilinopus coralensis
Ptilinopus chalcurus
Ptilinopus insularis
Ptilinopus mercierii
Ptilinopus dupetithouarsii
Ptilinopus rivoli
Ptilinopus solomonensis
Ptilinopus viridis
Ptilinopus eugeniae
Ptilinopus hyogastra
Ptilinopus granulifrons
Ptilinopus iozonus
Ptilinopus insolitus
Ptilinopus naina
Ptilinopus melanospila
Ptilinopus arcanus
Ptilinopus victor
Ptilinopus luteovirens
Ptilinopus layardi
Drepanoptila holosericea
Alectroenas madagascariensis
Alectroenas sganzini
Alectroenas nitidissima
Alectroenas pulcherrima
Ducula poliocephala
Ducula forsteni
Ducula mindorensis
Ducula radiata
Ducula carola
Ducula aenea
Ducula perspicillata
Ducula concinna
Ducula pacifica
Ducula oceanica
Ducula aurorae
Ducula galeata
Ducula rubricera
Ducula myristicivora
Ducula pistrinaria
Ducula whartoni
Ducula rosacea
Ducula pickeringii
Ducula basilica
Ducula rufigaster
Ducula finschii
Ducula chalconota
Ducula latrans
Ducula brenchleyi
Ducula bakeri
Ducula goliath
Ducula pinon
Ducula melanochroa
Ducula mullerii
Ducula zoeae
Ducula badia
Ducula lacernulata
Ducula cineracea
Ducula bicolor
Ducula luctuosa
Ducula spilorrhoa
Ducula constans
Ducula subflavescens
Lopholaimus antarcticus
Hemiphaga novaeseelandiae
Cryptophaps poecilorrhoa
Gymnophaps albertisii
Gymnophaps mada
Gymnophaps solomonensis
Goura cristata
Goura victoria
Goura scheepmakeri
Didunculus strigirostris
Eurypyga helias
Tetrax tetrax
Otis tarda
Neotis denhami
Neotis ludwigii
Neotis nuba
Neotis heuglinii
Ardeotis arabs
Ardeotis kori
Ardeotis nigriceps
Ardeotis australis
Chlamydotis undulata
Eupodotis savilei
Eupodotis gindiana
Eupodotis ruficrista
Eupodotis afraoides
Eupodotis afra
Eupodotis rueppellii
Eupodotis vigorsii
Eupodotis humilis
Eupodotis senegalensis
Eupodotis caerulescens
Eupodotis melanogaster
Eupodotis hartlaubii
Eupodotis bengalensis
Eupodotis indica
Balearica pavonina
Balearica regulorum
Grus leucogeranus
Grus antigone
Grus rubicunda
Grus vipio
Grus canadensis
Grus virgo
Grus paradisea
Grus carunculatus
Grus grus
Grus monacha
Grus americana
Grus nigricollis
Grus japonensis
Aramus guarauna
Podica senegalensis
Heliopais personata
Heliornis fulica
Psophia crepitans
Psophia leucoptera
Psophia viridis
Cariama cristata
Chunga burmeisteri
Rhynochetos jubatus
Sarothrura pulchra
Sarothrura elegans
Sarothrura rufa
Sarothrura lugens
Sarothrura boehmi
Sarothrura affinis
Sarothrura insularis
Sarothrura ayresi
Sarothrura watersi
Himantornis haematopus
Canirallus oculeus
Canirallus kioloides
Coturnicops exquisitus
Coturnicops noveboracensis
Coturnicops notatus
Micropygia schomburgkii
Rallina rubra
Rallina leucospila
Rallina forbesi
Rallina mayri
Rallina tricolor
Rallina canningi
Rallina fasciata
Rallina eurizonoides
Anurolimnas castaneiceps
Anurolimnas viridis
Anurolimnas fasciatus
Laterallus melanophaius
Laterallus levraudi
Laterallus ruber
Laterallus albigularis
Laterallus exilis
Laterallus jamaicensis
Laterallus spilonotus
Laterallus leucopyrrhus
Laterallus xenopterus
Nesoclopeus woodfordi
Nesoclopeus poecilopterus
Gallirallus australis
Gallirallus lafresnayanus
Gallirallus sylvestris
Gallirallus conditicius
Gallirallus okinawae
Gallirallus torquatus
Gallirallus insignis
Gallirallus philippensis
Gallirallus rovianae
Gallirallus owstoni
Gallirallus wakensis
Gallirallus pacificus
Gallirallus dieffenbachii
Gallirallus modestus
Gallirallus sharpei
Gallirallus striatus
Rallus longirostris
Rallus elegans
Rallus wetmorei
Rallus limicola
Rallus semiplumbeus
Rallus antarcticus
Rallus aquaticus
Rallus caerulescens
Rallus madagascariensis
Lewinia mirificus
Lewinia pectoralis
Lewinia muelleri
Dryolimnas cuvieri
Crecopsis egregia
Crex crex
Rougetius rougetii
Aramidopsis plateni
Atlantisia rogersi
Aramides mangle
Aramides axillaris
Aramides cajanea
Aramides wolfi
Aramides ypecaha
Aramides saracura
Aramides calopterus
Amaurolimnas concolor
Gymnocrex rosenbergii
Gymnocrex plumbeiventris
Amaurornis akool
Amaurornis olivaceus
Amaurornis isabellinus
Amaurornis moluccanus
Amaurornis phoenicurus
Amaurornis flavirostra
Amaurornis olivieri
Amaurornis bicolor
Porzana parva
Porzana pusilla
Porzana palmeri
Porzana porzana
Porzana fluminea
Porzana carolina
Porzana spiloptera
Porzana albicollis
Porzana sandwichensis
Porzana fusca
Porzana paykullii
Porzana tabuensis
Porzana monasa
Porzana atra
Porzana flaviventer
Porzana cinerea
Aenigmatolimnas marginalis
Cyanolimnas cerverai
Neocrex colombianus
Neocrex erythrops
Pardirallus maculatus
Pardirallus nigricans
Pardirallus sanguinolentus
Eulabeornis castaneoventris
Habroptila wallacii
Megacrex inepta
Gallicrex cinerea
Porphyrio porphyrio
Porphyrio albus
Porphyrio mantelli
Porphyrio alleni
Porphyrio martinicus
Porphyrio flavirostris
Gallinula pacifica
Gallinula silvestris
Gallinula nesiotis
Gallinula chloropus
Gallinula tenebrosa
Gallinula angulata
Gallinula melanops
Gallinula ventralis
Gallinula mortierii
Fulica cristata
Fulica atra
Fulica alai
Fulica americana
Fulica caribaea
Fulica leucoptera
Fulica ardesiaca
Fulica armillata
Fulica rufifrons
Fulica gigantea
Fulica cornuta
Mesitornis variegata
Mesitornis unicolor
Monias benschi
Syrrhaptes tibetanus
Syrrhaptes paradoxus
Pterocles alchata
Pterocles namaqua
Pterocles exustus
Pterocles senegallus
Pterocles gutturalis
Pterocles orientalis
Pterocles coronatus
Pterocles personatus
Pterocles decoratus
Pterocles bicinctus
Pterocles quadricinctus
Pterocles indicus
Pterocles lichtensteinii
Pterocles burchelli
Attagis gayi
Attagis malouinus
Thinocorus orbignyianus
Thinocorus rumicivorus
Pedionomus torquatus
Scolopax rusticola
Scolopax mira
Scolopax saturata
Scolopax celebensis
Scolopax rochussenii
Scolopax minor
Gallinago solitaria
Gallinago hardwickii
Gallinago nemoricola
Gallinago stenura
Gallinago megala
Gallinago media
Gallinago gallinago
Gallinago nigripennis
Gallinago macrodactyla
Gallinago paraguaiae
Gallinago andina
Gallinago nobilis
Gallinago undulata
Gallinago jamesoni
Gallinago stricklandii
Gallinago imperialis
Lymnocryptes minimus
Coenocorypha pusilla
Coenocorypha aucklandica
Limosa limosa
Limosa haemastica
Limosa lapponica
Limosa fedoa
Numenius minutus
Numenius borealis
Numenius phaeopus
Numenius tahitiensis
Numenius tenuirostris
Numenius arquata
Numenius americanus
Numenius madagascariensis
Bartramia longicauda
Tringa erythropus
Tringa totanus
Tringa stagnatilis
Tringa nebularia
Tringa guttifer
Tringa melanoleuca
Tringa flavipes
Tringa solitaria
Tringa ochropus
Tringa glareola
Tringa cinerea
Tringa hypoleucos
Tringa macularia
Tringa brevipes
Tringa incana
Catoptrophorus semipalmatus
Prosobonia cancellata
Prosobonia leucoptera
Arenaria interpres
Arenaria melanocephala
Limnodromus griseus
Limnodromus scolopaceus
Limnodromus semipalmatus
Aphriza virgata
Calidris tenuirostris
Calidris canutus
Calidris alba
Calidris pusilla
Calidris mauri
Calidris minuta
Calidris ruficollis
Calidris temminckii
Calidris subminuta
Calidris minutilla
Calidris fuscicollis
Calidris bairdii
Calidris melanotos
Calidris acuminata
Calidris maritima
Calidris ptilocnemis
Calidris alpina
Calidris ferruginea
Micropalama himantopus
Tryngites subruficollis
Eurynorhynchus pygmeus
Limicola falcinellus
Philomachus pugnax
Steganopus tricolor
Phalaropus lobatus
Phalaropus fulicaria
Rostratula benghalensis
Rostratula semicollaris
Actophilornis africanus
Actophilornis albinucha
Microparra capensis
Irediparra gallinacea
Hydrophasianus chirurgus
Metopidius indicus
Jacana spinosa
Jacana jacana
Chionis alba
Chionis minor
Pluvianellus socialis
Burhinus oedicnemus
Burhinus senegalensis
Burhinus vermiculatus
Burhinus capensis
Burhinus bistriatus
Burhinus superciliaris
Burhinus grallarius
Burhinus recurvirostris
Burhinus giganteus
Haematopus ostralegus
Haematopus meadewaldoi
Haematopus moquini
Haematopus finschi
Haematopus bachmani
Haematopus palliatus
Haematopus longirostris
Haematopus unicolor
Haematopus fuliginosus
Haematopus ater
Haematopus leucopodus
Ibidorhyncha struthersii
Himantopus himantopus
Himantopus leucocephalus
Himantopus novaezelandiae
Himantopus mexicanus
Himantopus melanurus
Cladorhynchus leucocephalus
Recurvirostra avosetta
Recurvirostra americana
Recurvirostra novaehollandiae
Recurvirostra andina
Pluvialis apricaria
Pluvialis fulva
Pluvialis dominica
Pluvialis squatarola
Charadrius obscurus
Charadrius hiaticula
Charadrius semipalmatus
Charadrius placidus
Charadrius dubius
Charadrius wilsonia
Charadrius vociferus
Charadrius thoracicus
Charadrius sanctaehelenae
Charadrius pecuarius
Charadrius tricollaris
Charadrius forbesi
Charadrius melodus
Charadrius pallidus
Charadrius alexandrinus
Charadrius marginatus
Charadrius ruficapillus
Charadrius peronii
Charadrius javanicus
Charadrius collaris
Charadrius bicinctus
Charadrius alticola
Charadrius falklandicus
Charadrius mongolus
Charadrius leschenaultii
Charadrius asiaticus
Charadrius veredus
Charadrius montanus
Charadrius modestus
Charadrius rubricollis
Thinornis novaeseelandiae
Erythrogonys cinctus
Eudromias morinellus
Oreopholus ruficollis
Anarhynchus frontalis
Phegornis mitchellii
Peltohyas australis
Elseyornis melanops
Vanellus vanellus
Vanellus crassirostris
Vanellus malabaricus
Vanellus macropterus
Vanellus tricolor
Vanellus miles
Vanellus armatus
Vanellus spinosus
Vanellus duvaucelii
Vanellus tectus
Vanellus melanocephalus
Vanellus cinereus
Vanellus indicus
Vanellus albiceps
Vanellus senegallus
Vanellus lugubris
Vanellus melanopterus
Vanellus coronatus
Vanellus superciliosus
Vanellus gregarius
Vanellus leucurus
Vanellus cayanus
Vanellus chilensis
Vanellus resplendens
Dromas ardeola
Pluvianus aegyptius
Rhinoptilus africanus
Rhinoptilus chalcopterus
Rhinoptilus cinctus
Rhinoptilus bitorquatus
Cursorius cursor
Cursorius rufus
Cursorius temminckii
Cursorius coromandelicus
Glareola pratincola
Glareola maldivarum
Glareola nordmanni
Glareola ocularis
Glareola nuchalis
Glareola cinerea
Glareola lactea
Stiltia isabella
Catharacta skua
Catharacta antarctica
Catharacta lonnbergi
Catharacta chilensis
Catharacta maccormicki
Stercorarius pomarinus
Stercorarius parasiticus
Stercorarius longicaudus
Rynchops niger
Rynchops flavirostris
Rynchops albicollis
Larus scoresbii
Larus pacificus
Larus belcheri
Larus atlanticus
Larus crassirostris
Larus modestus
Larus heermanni
Larus leucophthalmus
Larus hemprichii
Larus canus
Larus audouinii
Larus delawarensis
Larus californicus
Larus marinus
Larus dominicanus
Larus glaucescens
Larus occidentalis
Larus livens
Larus hyperboreus
Larus glaucoides
Larus argentatus
Larus armenicus
Larus schistisagus
Larus cachinnans
Larus fuscus
Larus ichthyaetus
Larus brunnicephalus
Larus cirrocephalus
Larus hartlaubii
Larus novaehollandiae
Larus scopulinus
Larus bulleri
Larus maculipennis
Larus ridibundus
Larus genei
Larus philadelphia
Larus saundersi
Larus serranus
Larus melanocephalus
Larus relictus
Larus fuliginosus
Larus atricilla
Larus pipixcan
Larus minutus
Pagophila eburnea
Rhodostethia rosea
Xema sabini
Creagrus furcatus
Rissa tridactyla
Rissa brevirostris
Sterna nilotica
Sterna caspia
Sterna aurantia
Sterna maxima
Sterna elegans
Sterna bengalensis
Sterna bergii
Sterna bernsteini
Sterna sandvicensis
Sterna dougallii
Sterna striata
Sterna sumatrana
Sterna hirundinacea
Sterna hirundo
Sterna paradisaea
Sterna vittata
Sterna virgata
Sterna forsteri
Sterna trudeaui
Sterna albifrons
Sterna saundersi
Sterna antillarum
Sterna superciliaris
Sterna lorata
Sterna nereis
Sterna balaenarum
Sterna repressa
Sterna acuticauda
Sterna aleutica
Sterna lunata
Sterna anaethetus
Sterna fuscata
Chlidonias albostriatus
Chlidonias hybridus
Chlidonias leucopterus
Chlidonias niger
Phaetusa simplex
Anous stolidus
Anous minutus
Anous tenuirostris
Procelsterna cerulea
Gygis alba
Gygis microrhyncha
Larosterna inca
Alle alle
Uria aalge
Uria lomvia
Alca torda
Pinguinus impennis
Cepphus grylle
Cepphus columba
Cepphus carbo
Brachyramphus marmoratus
Brachyramphus brevirostris
Synthliboramphus hypoleucus
Synthliboramphus craveri
Synthliboramphus antiquus
Synthliboramphus wumizusume
Ptychoramphus aleuticus
Cyclorrhynchus psittacula
Aethia cristatella
Aethia pygmaea
Aethia pusilla
Cerorhinca monocerata
Fratercula arctica
Fratercula corniculata
Fratercula cirrhata
Pandion haliaetus
Aviceda cuculoides
Aviceda madagascariensis
Aviceda jerdoni
Aviceda subcristata
Aviceda leuphotes
Leptodon cayanensis
Leptodon forbesi
Chondrohierax uncinatus
Henicopernis longicauda
Henicopernis infuscatus
Pernis apivorus
Pernis ptilorhyncus
Pernis celebensis
Lophoictinia isura
Hamirostra melanosternon
Elanoides forficatus
Macheiramphus alcinus
Gampsonyx swainsonii
Elanus caeruleus
Elanus axillaris
Elanus leucurus
Elanus scriptus
Chelictinia riocourii
Rostrhamus sociabilis
Rostrhamus hamatus
Harpagus bidentatus
Harpagus diodon
Ictinia mississippiensis
Ictinia plumbea
Milvus milvus
Milvus migrans
Milvus lineatus
Haliastur sphenurus
Haliastur indus
Haliaeetus leucogaster
Haliaeetus sanfordi
Haliaeetus vocifer
Haliaeetus vociferoides
Haliaeetus leucoryphus
Haliaeetus albicilla
Haliaeetus leucocephalus
Haliaeetus pelagicus
Ichthyophaga humilis
Ichthyophaga ichthyaetus
Gypohierax angolensis
Gypaetus barbatus
Neophron percnopterus
Necrosyrtes monachus
Gyps africanus
Gyps bengalensis
Gyps indicus
Gyps rueppellii
Gyps himalayensis
Gyps fulvus
Gyps coprotheres
Aegypius monachus
Torgos tracheliotus
Trigonoceps occipitalis
Sarcogyps calvus
Circaetus gallicus
Circaetus pectoralis
Circaetus cinereus
Circaetus fasciolatus
Circaetus cinerascens
Terathopius ecaudatus
Spilornis cheela
Spilornis minimus
Spilornis kinabaluensis
Spilornis rufipectus
Spilornis holospilus
Spilornis elgini
Dryotriorchis spectabilis
Eutriorchis astur
Circus aeruginosus
Circus ranivorus
Circus spilonotus
Circus approximans
Circus maillardi
Circus buffoni
Circus assimilis
Circus maurus
Circus cyaneus
Circus cinereus
Circus macrourus
Circus melanoleucos
Circus pygargus
Polyboroides typus
Polyboroides radiatus
Kaupifalco monogrammicus
Melierax metabates
Melierax poliopterus
Melierax canorus
Micronisus gabar
Accipiter poliogaster
Accipiter trivirgatus
Accipiter griseiceps
Accipiter toussenelii
Accipiter tachiro
Accipiter castanilius
Accipiter badius
Accipiter butleri
Accipiter brevipes
Accipiter soloensis
Accipiter francesii
Accipiter trinotatus
Accipiter novaehollandiae
Accipiter fasciatus
Accipiter melanochlamys
Accipiter albogularis
Accipiter rufitorques
Accipiter haplochrous
Accipiter henicogrammus
Accipiter luteoschistaceus
Accipiter imitator
Accipiter poliocephalus
Accipiter princeps
Accipiter superciliosus
Accipiter collaris
Accipiter erythropus
Accipiter minullus
Accipiter gularis
Accipiter virgatus
Accipiter nanus
Accipiter erythrauchen
Accipiter cirrocephalus
Accipiter brachyurus
Accipiter rhodogaster
Accipiter madagascariensis
Accipiter ovampensis
Accipiter nisus
Accipiter rufiventris
Accipiter striatus
Accipiter chionogaster
Accipiter ventralis
Accipiter erythronemius
Accipiter cooperii
Accipiter gundlachi
Accipiter bicolor
Accipiter melanoleucus
Accipiter henstii
Accipiter gentilis
Accipiter meyerianus
Erythrotriorchis buergersi
Erythrotriorchis radiatus
Megatriorchis doriae
Urotriorchis macrourus
Butastur rufipennis
Butastur teesa
Butastur liventer
Butastur indicus
Geranospiza caerulescens
Leucopternis plumbea
Leucopternis schistacea
Leucopternis princeps
Leucopternis melanops
Leucopternis kuhli
Leucopternis lacernulata
Leucopternis semiplumbea
Leucopternis albicollis
Leucopternis occidentalis
Leucopternis polionota
Buteogallus aequinoctialis
Buteogallus anthracinus
Buteogallus subtilis
Buteogallus urubitinga
Buteogallus meridionalis
Parabuteo unicinctus
Busarellus nigricollis
Geranoaetus melanoleucus
Harpyhaliaetus solitarius
Harpyhaliaetus coronatus
Asturina plagiata
Asturina nitida
Buteo magnirostris
Buteo lineatus
Buteo ridgwayi
Buteo platypterus
Buteo leucorrhous
Buteo brachyurus
Buteo albigula
Buteo swainsoni
Buteo albicaudatus
Buteo galapagoensis
Buteo polyosoma
Buteo poecilochrous
Buteo albonotatus
Buteo solitarius
Buteo jamaicensis
Buteo ventralis
Buteo buteo
Buteo oreophilus
Buteo brachypterus
Buteo rufinus
Buteo hemilasius
Buteo regalis
Buteo lagopus
Buteo auguralis
Buteo augur
Buteo archeri
Buteo rufofuscus
Morphnus guianensis
Harpia harpyja
Harpyopsis novaeguineae
Pithecophaga jefferyi
Ictinaetus malayensis
Aquila pomarina
Aquila clanga
Aquila rapax
Aquila nipalensis
Aquila adalberti
Aquila heliaca
Aquila gurneyi
Aquila chrysaetos
Aquila audax
Aquila verreauxii
Aquila wahlbergi
Hieraaetus fasciatus
Hieraaetus spilogaster
Hieraaetus pennatus
Hieraaetus morphnoides
Hieraaetus ayresii
Hieraaetus kienerii
Polemaetus bellicosus
Spizastur melanoleucus
Lophaetus occipitalis
Spizaetus africanus
Spizaetus cirrhatus
Spizaetus nipalensis
Spizaetus alboniger
Spizaetus bartelsi
Spizaetus lanceolatus
Spizaetus philippensis
Spizaetus nanus
Spizaetus tyrannus
Spizaetus ornatus
Stephanoaetus coronatus
Oroaetus isidori
Sagittarius serpentarius
Daptrius ater
Daptrius americanus
Phalcoboenus carunculatus
Phalcoboenus megalopterus
Phalcoboenus albogularis
Phalcoboenus australis
Polyborus lutosus
Polyborus plancus
Milvago chimachima
Milvago chimango
Herpetotheres cachinnans
Micrastur ruficollis
Micrastur plumbeus
Micrastur gilvicollis
Micrastur mirandollei
Micrastur semitorquatus
Micrastur buckleyi
Spiziapteryx circumcinctus
Polihierax semitorquatus
Polihierax insignis
Microhierax caerulescens
Microhierax fringillarius
Microhierax latifrons
Microhierax erythrogenys
Microhierax melanoleucus
Falco berigora
Falco naumanni
Falco tinnunculus
Falco newtoni
Falco punctatus
Falco araea
Falco moluccensis
Falco cenchroides
Falco sparverius
Falco rupicoloides
Falco alopex
Falco ardosiaceus
Falco dickinsoni
Falco zoniventris
Falco chicquera
Falco vespertinus
Falco amurensis
Falco eleonorae
Falco concolor
Falco femoralis
Falco columbarius
Falco rufigularis
Falco subbuteo
Falco cuvierii
Falco severus
Falco longipennis
Falco novaeseelandiae
Falco hypoleucos
Falco subniger
Falco biarmicus
Falco jugger
Falco cherrug
Falco rusticolus
Falco mexicanus
Falco peregrinus
Falco pelegrinoides
Falco deiroleucus
Falco fasciinucha
Rollandia rolland
Rollandia microptera
Tachybaptus ruficollis
Tachybaptus novaehollandiae
Tachybaptus rufolavatus
Tachybaptus pelzelnii
Tachybaptus dominicus
Podilymbus podiceps
Podilymbus gigas
Poliocephalus poliocephalus
Poliocephalus rufopectus
Podiceps major
Podiceps grisegena
Podiceps cristatus
Podiceps auritus
Podiceps nigricollis
Podiceps andinus
Podiceps occipitalis
Podiceps taczanowskii
Podiceps gallardoi
Aechmophorus occidentalis
Aechmophorus clarkii
Phaethon aethereus
Phaethon rubricauda
Phaethon lepturus
Papasula abbotti
Morus bassanus
Morus capensis
Morus serrator
Sula nebouxii
Sula variegata
Sula dactylatra
Sula sula
Sula leucogaster
